item_id,title,brand,category_id,domain_id,price,base_price,original_price,currency,condition,seller_id,free_shipping,logistic_type,available_quantity,listing_type_id,permalink,status,catalog_listing,catalog_product_id,seller_city,seller_state,seller_country
MLB4771174976,Kit Com 5 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1375,1375,,BRL,new,1477280987,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-4771174976-kit-com-5-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB1247380835,Xiaomi Mi Box S Smart Tv Box Android 4k Uhd Hdr Mdz-22-ab,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,598,598,,BRL,new,238454725,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-1247380835-xiaomi-mi-box-s-smart-tv-box-android-4k-uhd-hdr-mdz-22-ab-_JM,active,False,MLB23069361,São Paulo,São Paulo,Brasil
MLB4842885632,Mi Tv Stick 2ª Geração Xiaomi Controle De Voz Full Hd 8gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,352.2,352.2,,BRL,new,1546196178,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-4842885632-mi-tv-stick-2-geraco-xiaomi-controle-de-voz-full-hd-8gb-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB2779440025,Google Chromecast Ga00439 3ª Geração Full Hd Giz,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.99,549.99,,BRL,new,276901797,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-2779440025-google-chromecast-ga00439-3-geraco-full-hd-giz-_JM,active,True,MLB14630236,São Paulo,São Paulo,Brasil
MLB1929903571, Xiaomi Mi Box S De Voz 4k Hdmi Wi-fi Chromecast Original,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,519,519,,BRL,new,740297902,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-1929903571-xiaomi-mi-box-s-de-voz-4k-hdmi-wi-fi-chromecast-original-_JM,active,False,MLB13877782,Nhandeara,São Paulo,Brasil
MLB5092989186,Mi Tv Stick Xiaomi Controle De Voz Full Hd 8gb 1gb Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,359,359,,BRL,new,1819592683,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-5092989186-mi-tv-stick-xiaomi-controle-de-voz-full-hd-8gb-1gb-ram-_JM,active,False,MLB15984002,Potirendaba,São Paulo,Brasil
MLB3191260683,Xiaomi Stick 4k Mdz-27-aa De Voz 8gb Preto 2gb Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,378,378,,BRL,new,754508624,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3191260683-xiaomi-stick-4k-mdz-27-aa-de-voz-8gb-preto-2gb-ram-_JM,active,False,MLB22726590,São Paulo,São Paulo,Brasil
MLB4424963812,Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd Com Controle Remoto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,249.9,249.9,,BRL,new,1089439174,True,fulfillment,,gold_special,https://produto.mercadolivre.com.br/MLB-4424963812-roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-com-controle-remoto-_JM,active,True,MLB21087858,Vila Velha,Espírito Santo,Brasil
MLB3969772873,Roku Express 3960 | Streaming Tv Box Full Hd Preto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,317,317,,BRL,new,1686932505,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3969772873-roku-express-3960-streaming-tv-box-full-hd-preto-_JM,active,False,MLB21087857,Curitiba,Paraná,Brasil
MLB3417901957,Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd Com Controle Remoto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,300,300,,BRL,new,1089439174,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3417901957-roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-com-controle-remoto-_JM,active,True,MLB15970894,Vila Velha,Espírito Santo,Brasil
MLB3969176727,Roku Express Streaming Player Full Hd Com Controle Hdmi Usb,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,310.9,310.9,,BRL,new,2137405241,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3969176727-roku-express-streaming-player-full-hd-com-controle-hdmi-usb-_JM,active,False,,Maringá,Paraná,Brasil
MLB3560112261,Xiaomi Mi Box S Controle De Voz 4k 8gb Preto Com 2gb De Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,545.7,545.7,,BRL,new,749434500,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3560112261-xiaomi-mi-box-s-controle-de-voz-4k-8gb-preto-com-2gb-de-ram-_JM,active,False,MLB13877782,São Paulo,São Paulo,Brasil
MLB5278347916,Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd C,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,242.9,242.9,,BRL,new,1345417831,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5278347916-roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-c-_JM,active,False,MLB21087857,Campanha,Minas Gerais,Brasil
MLB3961697303,Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd C,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,279.9,279.9,,BRL,new,230555858,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3961697303-roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-c-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB3923235193,Roku Express Streaming Player Full Hd Com Controle Hdmi Usb,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,287.0,287.0,,BRL,new,1737442603,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3923235193-roku-express-streaming-player-full-hd-com-controle-hdmi-usb-_JM,active,False,MLB15970893,Extrema,Minas Gerais,Brasil
MLB3882899853,Xiaomi Mi Tv Box S 2º Controle De Voz 4k 8gb Com 2gb De Memória Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,445,445,,BRL,new,352640462,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3882899853-xiaomi-mi-tv-box-s-2-controle-de-voz-4k-8gb-com-2gb-de-memoria-ram-_JM,active,True,MLB24219631,São Bernardo do Campo,São Paulo,Brasil
MLB3781696939,Apple Tv 4k (wifi) A2737 3ª Geração 2022 4k 64gb Cor Preto Tipo De Controle Remoto Controle De Voz,Apple,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1616,1616,,BRL,new,183198882,True,cross_docking,,gold_pro,https://produto.mercadolivre.com.br/MLB-3781696939-apple-tv-4k-wifi-a2737-3-geraco-2022-4k-64gb-cor-preto-tipo-de-controle-remoto-controle-de-voz-_JM,active,True,MLB25906731,Rio de Janeiro,Rio de Janeiro,Brasil
MLB5142469666,Xiaomi Mi Box S 2 Geração Wi Fi 5g Fonte Padrão Brasileiro,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,509.99,509.99,,BRL,new,1028695552,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5142469666-xiaomi-mi-box-s-2-geraco-wi-fi-5g-fonte-padro-brasileiro-_JM,active,False,MLB23069361,Serra,Espírito Santo,Brasil
MLB3612463351,Xiaomi Mi Tv Stick Português Controle Voz Full Hd 8gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,359,359,,BRL,new,161649801,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3612463351-xiaomi-mi-tv-stick-portugus-controle-voz-full-hd-8gb-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB2687461318,Xiaomi Mi Box S 4k Hdr Com Chromecast Google Tv Dolby Vision,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,598,598,,BRL,new,1109354632,True,cross_docking,,gold_pro,https://produto.mercadolivre.com.br/MLB-2687461318-xiaomi-mi-box-s-4k-hdr-com-chromecast-google-tv-dolby-vision-_JM,active,False,MLB23069361,São Paulo,São Paulo,Brasil
MLB3824064549,Xiaomi Mi Tv Stick 4k 2gb De Ram Canais E Apps Em Stream,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,464.9,464.9,,BRL,new,155371599,True,fulfillment,,gold_special,https://produto.mercadolivre.com.br/MLB-3824064549-xiaomi-mi-tv-stick-4k-2gb-de-ram-canais-e-apps-em-stream-_JM,active,False,MLB22726590,Hortolândia,São Paulo,Brasil
MLB3560112259,Xiaomi Mi Box S Controle De Voz 4k 8gb Preto Com 2gb De Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,545.7,545.7,,BRL,new,1444759557,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3560112259-xiaomi-mi-box-s-controle-de-voz-4k-8gb-preto-com-2gb-de-ram-_JM,active,False,MLB13877782,São Paulo,São Paulo,Brasil
MLB5145291738,Mi Tv Stick Xiaomi 4k Controle De Voz Full Hd 2a Geração Cor,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,399,399,,BRL,new,277465680,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5145291738-mi-tv-stick-xiaomi-4k-controle-de-voz-full-hd-2a-geraco-cor-_JM,active,False,MLB38431085,São Paulo,São Paulo,Brasil
MLB3831551171,Mi Tv Stick Xiaomi Fhd,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,306,306,,BRL,new,713690492,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3831551171-mi-tv-stick-xiaomi-fhd-_JM,active,True,MLB23284264,São Paulo,São Paulo,Brasil
MLB3972119963,Roku Express Dispositivo De Streaming Para Tv Com Controle,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,444.75,444.75,,BRL,new,235500802,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3972119963-roku-express-dispositivo-de-streaming-para-tv-com-controle-_JM,active,False,MLB21087858,Vargem Grande Paulista,São Paulo,Brasil
MLB3515864245,Roku Express Streaming Player 3960br Full Hd Wi-fi Dual Band,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299.88,299.88,,BRL,new,54795867,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3515864245-roku-express-streaming-player-3960br-full-hd-wi-fi-dual-band-_JM,active,False,MLB21087857,Belo Horizonte,Minas Gerais,Brasil
MLB3949691963,Xiaomi Mi Tv Box S 2a Geração 4k Original + Nf,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,520.33,520.33,,BRL,new,1146227162,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3949691963-xiaomi-mi-tv-box-s-2a-geraco-4k-original-nf-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB3933125757,Chromecast 4 Rosa Com Controle Remoto 4k Original,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,659,659,,BRL,new,82981918,True,fulfillment,,gold_pro,https://produto.mercadolivre.com.br/MLB-3933125757-chromecast-4-rosa-com-controle-remoto-4k-original-_JM,active,False,MLB16233184,Fernandópolis,São Paulo,Brasil
MLB5270079742,Xiaomi Mi Stick Cor Preto Tipo De Controle Remoto De Voz,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,325,325,,BRL,new,352640462,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5270079742-xiaomi-mi-stick-cor-preto-tipo-de-controle-remoto-de-voz-_JM,active,True,MLB42864777,São Bernardo do Campo,São Paulo,Brasil
MLB2607147296,Streaming Roku Express Full Hd Com Controle Remoto - 3930br,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299.0,299.0,,BRL,new,246756278,True,cross_docking,,gold_pro,https://produto.mercadolivre.com.br/MLB-2607147296-streaming-roku-express-full-hd-com-controle-remoto-3930br-_JM,active,False,MLB15970893,Itapecerica da Serra,São Paulo,Brasil
MLB3620196009,Xiaomi Mi Tv Stick Full Hd 8gb Ram Deixa Tv Smart Original,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,425.87,425.87,,BRL,new,1086953531,True,fulfillment,,gold_pro,https://produto.mercadolivre.com.br/MLB-3620196009-xiaomi-mi-tv-stick-full-hd-8gb-ram-deixa-tv-smart-original-_JM,active,False,MLB42838640,Sumaré,São Paulo,Brasil
MLB2790854980,Xiaomi Mi Tv Stick Mdz-24-aa De Voz Full Hd 8gb Global,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,329.99,329.99,,BRL,new,658759505,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-2790854980-xiaomi-mi-tv-stick-mdz-24-aa-de-voz-full-hd-8gb-global-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB3665837405,Roku Express 3940br 4k Uhd Hdr Streaming Com Controle Remoto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,499.0,499.0,,BRL,new,54795867,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3665837405-roku-express-3940br-4k-uhd-hdr-streaming-com-controle-remoto-_JM,active,False,MLB18103064,Belo Horizonte,Minas Gerais,Brasil
MLB5164125618,Xiaomi Mi Box S Voice 4k 8gb Preto Com 2gb De Memória Ram,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,469.9,469.9,,BRL,new,401098940,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-5164125618-xiaomi-mi-box-s-voice-4k-8gb-preto-com-2gb-de-memoria-ram-_JM,active,True,MLB25917288,São Paulo,São Paulo,Brasil
MLB4031837750,Google Ga03131 Ga03131-us 4ª Geração De Voz Hd 8gb Branco Com 2gb De Memória Ram,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,499,499,,BRL,new,21658309,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4031837750-google-ga03131-ga03131-us-4-geraco-de-voz-hd-8gb-branco-com-2gb-de-memoria-ram-_JM,active,True,MLB21815165,Ampére,Paraná,Brasil
MLB3079926768,Streaming Roku Express Full Hd Com Controle Remoto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299.0,299.0,,BRL,new,246756278,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3079926768-streaming-roku-express-full-hd-com-controle-remoto-_JM,active,False,MLB15970893,Itapecerica da Serra,São Paulo,Brasil
MLB3833235529,Xiaomi Mi Tv Stick 4k 2gb De Ram Canais E Apps Em Stream,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,519,519,,BRL,new,1743059073,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3833235529-xiaomi-mi-tv-stick-4k-2gb-de-ram-canais-e-apps-em-stream-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB3612376891,Xiaomi Mi Tv Box S 2ª Geração 4k Mdz-28-aa Google Tv ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.9,549.9,,BRL,new,161649801,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3612376891-xiaomi-mi-tv-box-s-2-geraco-4k-mdz-28-aa-google-tv-_JM,active,False,MLB23069361,São Paulo,São Paulo,Brasil
MLB3211305518,Xiaomi Mi Tv Stick  De Voz Full Hd 8gb Preto Original ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,379,379,,BRL,new,807135819,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3211305518-xiaomi-mi-tv-stick-de-voz-full-hd-8gb-preto-original-_JM,active,False,MLB37678994,São Paulo,São Paulo,Brasil
MLB4775239684,Kit Com 2 Receptor Streaming Express Player Full Hd Roku,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,469,469,,BRL,new,1659464508,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4775239684-kit-com-2-receptor-streaming-express-player-full-hd-roku-_JM,active,False,,Itajaí,Santa Catarina,Brasil
MLB3892802992,Xiaomi Mi Tv Stick Português Controle Voz Full Hd 8gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,335,335,,BRL,new,1370710316,True,cross_docking,,gold_pro,https://produto.mercadolivre.com.br/MLB-3892802992-xiaomi-mi-tv-stick-portugus-controle-voz-full-hd-8gb-_JM,active,False,MLB37678994,São Paulo,São Paulo,Brasil
MLB3960962171,Xiaomi Mi Tv Stick Português Controle Voz Full Hd 8gb Envio,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,419.9,419.9,,BRL,new,2216449484,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3960962171-xiaomi-mi-tv-stick-portugus-controle-voz-full-hd-8gb-envio-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB2195795848,Roku Express Streaming Player Full Hd Controle E Cabo Hdmi,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299,299,,BRL,new,486750693,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-2195795848-roku-express-streaming-player-full-hd-controle-e-cabo-hdmi-_JM,active,False,MLB15970893,Maringá,Paraná,Brasil
MLB3223097226,Xiaomi Mi Tv Stick 4k Lançamento 2022 - Pronta Entrega,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,449.99,449.99,,BRL,new,1121217778,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-3223097226-xiaomi-mi-tv-stick-4k-lancamento-2022-pronta-entrega-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB3902502367,Aparelho Smart Tv Xiaomi Mi Tv Box Stick Tv Full Hd 8gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,329.99,329.99,,BRL,new,276901797,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3902502367-aparelho-smart-tv-xiaomi-mi-tv-box-stick-tv-full-hd-8gb-_JM,active,False,MLB42838640,São Paulo,São Paulo,Brasil
MLB5181630048,Xiaomi Mi Tv Stick 4k Controle De Voz Cor Preto,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,360,360,,BRL,new,95190612,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5181630048-xiaomi-mi-tv-stick-4k-controle-de-voz-cor-preto-_JM,active,True,MLB42826322,São Carlos,São Paulo,Brasil
MLB3428043451,Mi Tv Box S 4k Xiaomi Hdr Android Tv 8.1 60fps 2gb Ddr3 8gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,599.99,599.99,,BRL,new,820905753,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3428043451-mi-tv-box-s-4k-xiaomi-hdr-android-tv-81-60fps-2gb-ddr3-8gb-_JM,active,False,MLB13877782,Santa Rita do Sapucaí,Minas Gerais,Brasil
MLB4233877928,Aparelho Que Faz A Tv Virar Smart P/ Ver Série Mi Tv Stickhd,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,360,360,,BRL,new,246747343,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4233877928-aparelho-que-faz-a-tv-virar-smart-p-ver-serie-mi-tv-stickhd-_JM,active,False,MLB15984002,Curitiba,Paraná,Brasil
MLB3970860453,Roku Express Streaming Player Full Hd Conversor Smart Tv Dsx,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,230,230,,BRL,new,29388915,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3970860453-roku-express-streaming-player-full-hd-conversor-smart-tv-dsx-_JM,active,True,MLB24817946,São Paulo,São Paulo,Brasil
MLB4071736942,Xiaomi Mi Box S 2ª Geração Resolução 4k Ultra Hd Hdr Dolby Vision Hdr10+ Mdz-28-aa Sistema Google Tv Chromecast Cor Preto,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,448,448,,BRL,new,763683464,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4071736942-xiaomi-mi-box-s-2-geraco-resoluco-4k-ultra-hd-hdr-dolby-vision-hdr10-mdz-28-aa-sistema-google-tv-chromecast-cor-preto-_JM,active,True,MLB23069368,São Paulo,São Paulo,Brasil
MLB5207056230,Roku Express Streaming 3930 Smart Tv Full Hd Hdmi Preto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,329,329,,BRL,new,731415204,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-5207056230-roku-express-streaming-3930-smart-tv-full-hd-hdmi-preto-_JM,active,False,,Cotia,São Paulo,Brasil
MLB1647048466,Xiaomi Mi Tv Stick Android Tv C/controle 100%original Lacrad,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,339.9,339.9,,BRL,new,163017514,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-1647048466-xiaomi-mi-tv-stick-android-tv-ccontrole-100original-lacrad-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB4788956806,Xiaomi Tv Box S 2ª Geração Full Hd 8gb 1gb Ram.,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,335,335,,BRL,new,1819592683,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-4788956806-xiaomi-tv-box-s-2-geraco-full-hd-8gb-1gb-ram-_JM,active,False,MLB15984002,Potirendaba,São Paulo,Brasil
MLB4401986402,Xiaomi Mi Stick Tv Mdz-24-aa De Voz Full Hd 8gb 2024 Global,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,349.99,349.99,,BRL,new,1028695552,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-4401986402-xiaomi-mi-stick-tv-mdz-24-aa-de-voz-full-hd-8gb-2024-global-_JM,active,False,MLB15984002,Serra,Espírito Santo,Brasil
MLB1413295365,Xiaomi Mi Box S Smart Tv Box Android 4k Uhd Hdr Mdz-22-ab,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,548,548,,BRL,new,238454725,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-1413295365-xiaomi-mi-box-s-smart-tv-box-android-4k-uhd-hdr-mdz-22-ab-_JM,active,False,MLB23069361,São Paulo,São Paulo,Brasil
MLB3972226129,Google Chromecast 4ª Geração De Voz Hd 8gb Branco Com 1.5gb,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,537,537,,BRL,new,286663191,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3972226129-google-chromecast-4-geraco-de-voz-hd-8gb-branco-com-15gb-_JM,active,True,MLB24460156,São José dos Pinhais,Paraná,Brasil
MLB3591625844,Xiaomi Mi Tv Box S 2ª Geração 4k Mdz-28-aa Google Tv ,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,489,489,,BRL,new,740297902,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3591625844-xiaomi-mi-tv-box-s-2-geraco-4k-mdz-28-aa-google-tv-_JM,active,False,MLB23069361,Nhandeara,São Paulo,Brasil
MLB2631209193,"Roku Express Streaming Player Full Hd, Smart Tv",Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,343.62,343.62,,BRL,new,209274004,True,cross_docking,,gold_pro,https://produto.mercadolivre.com.br/MLB-2631209193-roku-express-streaming-player-full-hd-smart-tv-_JM,active,False,MLB15970893,Cariacica,Espírito Santo,Brasil
MLB3961658483,Roku Express 4k | Dispositivo De Streaming Hd/4k/hdr Com Con,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,259.9,259.9,,BRL,new,230555858,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3961658483-roku-express-4k-dispositivo-de-streaming-hd4khdr-com-con-_JM,active,False,,São Paulo,São Paulo,Brasil
MLB3474843555,Xiaomi Mi Tv Stick Controle Voz Full Hd 8gb 1gb Ram Smart,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,388.78,388.78,,BRL,new,833377635,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3474843555-xiaomi-mi-tv-stick-controle-voz-full-hd-8gb-1gb-ram-smart-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB3869726389,Smart Tv Box Xiaomi Mi Box S Geração 2 Fonte Padrão Brasil,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,519.99,519.99,,BRL,new,1028695552,True,xd_drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3869726389-smart-tv-box-xiaomi-mi-box-s-geraco-2-fonte-padro-brasil-_JM,active,False,MLB23069361,Serra,Espírito Santo,Brasil
MLB3666033823,Google Home Com Assistente Virtual Google Assistant - White E Slate 110v/220v,Google,MLB278167,MLB-SMART_SPEAKERS,449.99,449.99,,BRL,new,1724363625,True,drop_off,,gold_pro,https://produto.mercadolivre.com.br/MLB-3666033823-google-home-com-assistente-virtual-google-assistant-white-e-slate-110v220v-_JM,active,True,MLB15536759,Indaiatuba,São Paulo,Brasil
MLB1836196132, Xiaomi Mi Tv Stick Mdz-24-aa  De Voz Full Hd 8gb  Preto 1gb,Xiaomi,MLB133950,MLB-STREAMING_MEDIA_DEVICES,318,318,,BRL,new,190422619,True,cross_docking,,gold_special,https://produto.mercadolivre.com.br/MLB-1836196132-xiaomi-mi-tv-stick-mdz-24-aa-de-voz-full-hd-8gb-preto-1gb-_JM,active,False,MLB15984002,São Paulo,São Paulo,Brasil
MLB3797659675,Apple Tv 4k (wifi) A2737 3ª Geração 2022 De Voz 4k 64gb Preto,Apple,MLB133950,MLB-STREAMING_MEDIA_DEVICES,1249,1249,,BRL,new,572647247,True,drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3797659675-apple-tv-4k-wifi-a2737-3-geraco-2022-de-voz-4k-64gb-preto-_JM,active,True,MLB21459431,São Paulo,São Paulo,Brasil
MLB3336327525,Google Chromecast 4 Hd Tv Voz 8gb 2gb Ram Media Streaming ,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,517.97,517.97,,BRL,new,286663191,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-3336327525-google-chromecast-4-hd-tv-voz-8gb-2gb-ram-media-streaming-_JM,active,False,MLB24460155,São José dos Pinhais,Paraná,Brasil
MLB5142270140,Google Chromecast Hd,Google,MLB133950,MLB-STREAMING_MEDIA_DEVICES,549.99,549.99,,BRL,new,276901797,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-5142270140-google-chromecast-hd-_JM,active,True,MLB19971472,São Paulo,São Paulo,Brasil
MLB3360329457,Roku Express 3940br 4k Uhd Hdr Streaming Com Controle Remoto,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,499.0,499.0,,BRL,new,234766909,True,fulfillment,,gold_pro,https://produto.mercadolivre.com.br/MLB-3360329457-roku-express-3940br-4k-uhd-hdr-streaming-com-controle-remoto-_JM,active,False,MLB18103064,Belo Horizonte,Minas Gerais,Brasil
MLB2771019626,Roku Express 3930 Full Hd Streaming Player Smart Tv Hdmi Usb,Roku,MLB133950,MLB-STREAMING_MEDIA_DEVICES,299.9,299.9,,BRL,new,175874280,True,xd_drop_off,,gold_special,https://produto.mercadolivre.com.br/MLB-2771019626-roku-express-3930-full-hd-streaming-player-smart-tv-hdmi-usb-_JM,active,False,MLB15970893,Porto Alegre,Rio Grande do Sul,Brasil
